index,predicted,actual,output,time,total_accuracy
13,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[ 13.6142, -10.1197,  -8.2631,  20.1187]], device='cuda:0')",0.0,0.9761042394544898
14,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[  7.5953,  -8.7672, -12.3645,  -8.0451]], device='cuda:0')",0.9999275207519531,0.9761042394544898
15,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-14.1501,  14.5821,  13.0878,  10.2082]], device='cuda:0')",1.0046958923339844,0.9761042394544898
16,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-8.7230,  1.5143,  5.8618, 13.2958]], device='cuda:0')",1.0380744934082031,0.9761042394544898
17,"[0.0, 1.0, 0.0, 1.0]","[0, 1, 0, 1]","tensor([[-16.8135,  22.3192, -13.8010,  17.9238]], device='cuda:0')",0.9579658508300781,0.9761042394544898
18,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-7.8442, -6.6632, -8.6834, -7.7613]], device='cuda:0')",0.0,0.9761042394544898
19,"[1.0, 1.0, 0.0, 0.0]","[1, 1, 0, 0]","tensor([[ 6.9441,  6.9747, -9.5543, -7.1763]], device='cuda:0')",0.9992122650146484,0.9761042394544898
20,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-10.3378,  -9.0600, -10.3697,  22.6310]], device='cuda:0')",0.0,0.9761042394544898
21,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-8.1049, -2.4150, -8.4152,  9.5885]], device='cuda:0')",0.9999275207519531,0.9761042394544898
22,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[16.6024, 13.0311, 11.4975, -7.9649]], device='cuda:0')",0.0,0.9761042394544898
23,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-9.8016, 15.7318,  8.8347, 13.9452]], device='cuda:0')",1.0001659393310547,0.9761042394544898
24,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[  8.4030,  -7.1473, -12.5573,  -8.6730]], device='cuda:0')",0.0,0.9761042394544898
25,"[0.0, 1.0, 1.0, 0.0]","[0, 1, 1, 0]","tensor([[-11.5864,   9.6205,  17.8614,  -9.2156]], device='cuda:0')",0.0,0.9761042394544898
26,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-13.3917,  13.7267,  12.2748,  12.2432]], device='cuda:0')",0.0,0.9761042394544898
27,"[0.0, 1.0, 1.0, 0.0]","[0, 1, 1, 0]","tensor([[-16.9131,  12.2397,  17.3722,  -6.5836]], device='cuda:0')",0.0,0.9761042394544898
28,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-10.1277,  -7.2241,  -9.4575,  22.0709]], device='cuda:0')",0.9999275207519531,0.9761042394544898
29,"[1.0, 1.0, 0.0, 1.0]","[1, 1, 0, 1]","tensor([[11.6742,  1.9879, -0.9359, 11.5567]], device='cuda:0')",0.0,0.9761042394544898
30,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-12.8201,  -5.4294,  -5.9579,  15.4221]], device='cuda:0')",1.0004043579101562,0.9761042394544898
31,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[ -9.6314,  -8.7482, -10.0196,  23.0920]], device='cuda:0')",0.0,0.9761042394544898
32,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-14.2427,  14.6253,  10.8362,   9.6471]], device='cuda:0')",1.0013580322265625,0.9761042394544898
33,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[  8.9992,  -3.4552, -10.7476,  14.2052]], device='cuda:0')",0.0,0.9761042394544898
34,"[0.0, 1.0, 0.0, 1.0]","[0, 1, 0, 1]","tensor([[-10.4778,   4.6244,  -3.6996,  13.8977]], device='cuda:0')",0.9982585906982422,0.9761042394544898
35,"[1.0, 0.0, 1.0, 1.0]","[1, 0, 1, 1]","tensor([[ 18.3901, -10.7052,  13.7342,  13.8469]], device='cuda:0')",0.0,0.9761042394544898
36,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1, 1]","tensor([[-10.2177,  -9.2908,   8.3924,  17.3072]], device='cuda:0')",1.0001659393310547,0.9761042394544898
37,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[16.0682, 14.0319, 10.1914, 13.2839]], device='cuda:0')",0.0,0.9761042394544898
38,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-10.6937,  -8.5528,  -9.8808,  23.4041]], device='cuda:0')",0.9999275207519531,0.9761042394544898
39,"[1.0, 1.0, 0.0, 1.0]","[1, 1, 0, 1]","tensor([[12.3974,  2.9805, -3.7517, 12.0373]], device='cuda:0')",0.0,0.9761042394544898
40,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-13.1822,  20.9886, -15.7912,  -9.4254]], device='cuda:0')",1.0001659393310547,0.9761042394544898
41,"[1.0, 0.0, 1.0, 1.0]","[1, 0, 1, 1]","tensor([[10.3311, -8.3948, 12.7323, 11.8186]], device='cuda:0')",0.0,0.9761042394544898
42,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[ -8.4696, -10.0855, -11.4821,  22.0362]], device='cuda:0')",0.9999275207519531,0.9761042394544898
43,"[1.0, 1.0, 0.0, 0.0]","[1, 1, 0, 0]","tensor([[ 11.4564,  13.3825, -10.8115, -10.4316]], device='cuda:0')",0.0,0.9761042394544898
44,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1, 1]","tensor([[-7.6468, -3.8572,  5.9945, 11.9294]], device='cuda:0')",0.0,0.9761042394544898
45,"[0.0, 1.0, 1.0, 0.0]","[0, 1, 1, 0]","tensor([[-15.1171,  13.7976,  17.1811, -14.6117]], device='cuda:0')",1.0039806365966797,0.9761042394544898
46,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-8.0588, -7.0705, -9.0737, -7.3349]], device='cuda:0')",0.0,0.9761042394544898
47,"[0.0, 0.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[-7.5054, -6.9244, 17.0729, -6.6929]], device='cuda:0')",1.0025501251220703,0.9761042394544898
48,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-12.5342,  -5.5355,  -7.3454,  15.6452]], device='cuda:0')",0.0,0.9761042394544898
49,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-8.2612, -8.1368, -9.1951, -6.9487]], device='cuda:0')",0.9930133819580078,0.9761042394544898
50,"[1.0, 0.0, 1.0, 1.0]","[1, 0, 1, 1]","tensor([[ 11.8704, -11.3291,  12.1085,   9.5891]], device='cuda:0')",0.0,0.9761042394544898
51,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[ 10.8025,  -4.0862,  -9.1815, -11.9999]], device='cuda:0')",0.9996891021728516,0.9761042394544898
52,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[ 14.7851, -10.0359,  -9.1578,  18.9115]], device='cuda:0')",0.0,0.9761042394544898
53,"[1.0, 0.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[14.9247, -0.4222,  4.9000, -9.7904]], device='cuda:0')",0.0,0.9761042394544898
54,"[1.0, 0.0, 1.0, 0.0]","[1, 0, 1, 0]","tensor([[ 16.0643, -10.7438,  15.6995, -13.1034]], device='cuda:0')",0.0,0.9761042394544898
55,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[6.7300, 0.3474, 7.5045, 3.8951]], device='cuda:0')",0.0,0.9761042394544898
56,"[0.0, 1.0, 0.0, 1.0]","[0, 1, 0, 1]","tensor([[-7.9842,  3.0685, -8.1467,  8.4587]], device='cuda:0')",0.9999275207519531,0.9761042394544898
57,"[0.0, 1.0, 0.0, 1.0]","[0, 1, 0, 1]","tensor([[-10.8353,   6.9353,  -5.0827,  14.0902]], device='cuda:0')",0.0,0.9761042394544898
58,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-8.2002, -7.8032, -7.5522,  9.2953]], device='cuda:0')",1.0004043579101562,0.9761042394544898
59,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[ 18.4462,  -8.3162, -10.8762,  -9.3744]], device='cuda:0')",0.0,0.9761042394544898
60,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-7.7849, -4.8304, -8.5679, -7.6977]], device='cuda:0')",1.003265380859375,0.9761042394544898
61,"[0.0, 0.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[-8.6834, -7.7040, 16.8952, -7.2386]], device='cuda:0')",0.9987354278564453,0.9761042394544898
62,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[25.2127, -6.3974, -6.9965, -6.3800]], device='cuda:0')",0.0,0.9761042394544898
63,"[0.0, 1.0, 1.0, 0.0]","[0, 1, 1, 0]","tensor([[-16.4616,  10.6426,  19.1357,  -6.7762]], device='cuda:0')",0.9977817535400391,0.9761042394544898
64,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-7.8379,  4.9971, -4.7836, -7.9562]], device='cuda:0')",0.0,0.9761042394544898
65,"[1.0, 0.0, 1.0, 0.0]","[1, 0, 1, 0]","tensor([[13.5202, -8.8586, 16.2196, -9.1774]], device='cuda:0')",0.0,0.9761042394544898
66,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-13.7155,  22.7244, -15.0320, -10.2588]], device='cuda:0')",0.0,0.9761042394544898
67,"[1.0, 1.0, 0.0, 1.0]","[1, 1, 0, 1]","tensor([[ 16.4835,  16.0278, -12.0231,  16.3462]], device='cuda:0')",0.0,0.9761042394544898
68,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[ 6.0833, -3.5826, -9.3401,  8.3707]], device='cuda:0')",0.0,0.9761042394544898
69,"[0.0, 0.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[-9.3290, -0.9456,  5.9131, -6.1049]], device='cuda:0')",0.0,0.9761042394544898
70,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[ -9.9830,  20.4847, -14.7172,  -7.6204]], device='cuda:0')",1.0001659393310547,0.9761042394544898
71,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-8.7320,  5.2346, -2.2967, -8.5951]], device='cuda:0')",0.0,0.9761042394544898
72,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[ 9.7800, 13.7594, 13.2149,  5.5604]], device='cuda:0')",0.0,0.9761042394544898
73,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[ 13.1140,  11.0733,  16.0231, -14.9657]], device='cuda:0')",0.9989738464355469,0.9761042394544898
74,"[0.0, 0.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[-7.7698, -1.1004, 16.4739, -1.4552]], device='cuda:0')",0.0,0.9761042394544898
75,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[  9.1422,  -2.6005,  -9.0830, -13.4535]], device='cuda:0')",0.0,0.9761042394544898
76,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[14.2833, 13.7754, 11.7617, -7.3964]], device='cuda:0')",0.0,0.9761042394544898
77,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[ 12.8859,  11.6277,  12.5063, -11.9043]], device='cuda:0')",0.0,0.9761042394544898
78,"[0.0, 0.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[-8.8574, -1.3394,  6.2868, -6.1395]], device='cuda:0')",0.9999275207519531,0.9761042394544898
79,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-7.6330, -4.7977, -8.6512, -7.4371]], device='cuda:0')",0.0,0.9761042394544898
80,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[  8.6755,  -9.1593, -10.1531,   4.0161]], device='cuda:0')",0.9999275207519531,0.9761042394544898
81,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-8.6202,  6.2984, -2.3125, -5.0785]], device='cuda:0')",0.0,0.9761042394544898
82,"[0.0, 1.0, 0.0, 1.0]","[0, 1, 0, 1]","tensor([[-10.3844,   7.2429,  -6.8938,  13.5869]], device='cuda:0')",0.9996891021728516,0.9761042394544898
83,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[ 8.5637, -8.2028, -8.9639,  9.6353]], device='cuda:0')",0.0,0.9761042394544898
84,"[1.0, 0.0, 1.0, 1.0]","[1, 0, 1, 1]","tensor([[ 17.9199, -10.8688,  11.4113,  15.4045]], device='cuda:0')",0.9996891021728516,0.9761042394544898
85,"[1.0, 1.0, 0.0, 1.0]","[1, 1, 0, 1]","tensor([[11.7478, 17.7164, -9.2388, 15.5584]], device='cuda:0')",0.0,0.9761042394544898
86,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[10.9106, 11.7824, 11.3016, -8.9072]], device='cuda:0')",1.0004043579101562,0.9761042394544898
87,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-12.6577,  14.2518,   6.6024,  13.8551]], device='cuda:0')",0.0,0.9761042394544898
88,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[ 6.9556,  0.5713,  7.3892, -7.9385]], device='cuda:0')",0.0,0.9761042394544898
89,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[  9.1038,  -0.9469, -12.7273,  -5.4079]], device='cuda:0')",1.001596450805664,0.9761042394544898
90,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[15.1027, 13.8512, 11.8912, 12.0837]], device='cuda:0')",0.0,0.9761042394544898
91,"[1.0, 1.0, 0.0, 1.0]","[1, 1, 0, 1]","tensor([[17.4444, 14.2998, -8.1634, 17.4082]], device='cuda:0')",0.9946823120117188,0.9761042394544898
92,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-7.8254, -7.6995, -9.5108, -6.5262]], device='cuda:0')",0.0,0.9761042394544898
93,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[23.0300, -6.2073, -7.4934, -7.1580]], device='cuda:0')",0.9996891021728516,0.9761042394544898
94,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[3.4559, 0.4324, 7.3264, 4.5572]], device='cuda:0')",0.0,0.9761042394544898
95,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-7.9870, -5.1566, -8.3941, -7.1949]], device='cuda:0')",0.99945068359375,0.9761042394544898
96,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[14.1310, 12.9227, 11.1749, 12.4861]], device='cuda:0')",0.0,0.9761042394544898
97,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[ 7.7565,  0.6602,  7.4702, -7.3813]], device='cuda:0')",0.9999275207519531,0.9761042394544898
98,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[ 17.3608,  12.8464,  13.4772, -11.8701]], device='cuda:0')",0.0,0.9761042394544898
99,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1, 1]","tensor([[-10.1627,  -7.2737,  13.3779,  14.0705]], device='cuda:0')",0.0,0.9761042394544898
