index,predicted,actual,output,time,total_accuracy
17,"[0.0, 1.0, 0.0, 1.0]","[0, 1, 0, 1]","tensor([[-8.2739, 22.8101, -3.4112, 16.8915]], device='cuda:0')",0.9977817535400391,0.9804074451395963
18,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-9.0453, -8.3384, -6.7330, -4.9073]], device='cuda:0')",0.9999275207519531,0.9804074451395963
19,"[1.0, 1.0, 0.0, 0.0]","[1, 1, 0, 0]","tensor([[ 9.1149,  8.3633, -7.8275, -3.7438]], device='cuda:0')",1.0027885437011719,0.9804074451395963
20,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[ -8.9709, -16.9108,  -6.2585, 129.8183]], device='cuda:0')",2.3076534271240234,0.9804074451395963
21,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-4.6493, -9.7389, -5.1857,  0.7788]], device='cuda:0')",1.0104179382324219,0.9804074451395963
22,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[108.3099,   9.7156,  31.6242, -16.2642]], device='cuda:0')",1.0020732879638672,0.9804074451395963
23,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-14.6900,   2.5469,   4.4520, 199.2501]], device='cuda:0')",2.9990673065185547,0.9804074451395963
24,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[ 10.9795, -13.3516,  -4.9000,  -2.0271]], device='cuda:0')",1.0218620300292969,0.9804074451395963
25,"[0.0, 1.0, 1.0, 0.0]","[0, 1, 1, 0]","tensor([[-4.0754, 18.4194, 29.3697, -4.8265]], device='cuda:0')",2.0194053649902344,0.9804074451395963
26,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-8.9003, 13.3715,  8.6138, 36.0186]], device='cuda:0')",0.9775161743164062,0.9804074451395963
27,"[0.0, 1.0, 1.0, 0.0]","[0, 1, 1, 0]","tensor([[-6.3742,  9.3706, 19.2962, -1.6090]], device='cuda:0')",0.9987354278564453,0.9804074451395963
28,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[ -8.8002, -29.9938, -11.6050, 417.8835]], device='cuda:0')",1.0199546813964844,0.9804074451395963
29,"[1.0, 1.0, 0.0, 1.0]","[1, 1, 0, 1]","tensor([[11.2990,  3.7126, -5.0733, 12.0475]], device='cuda:0')",0.9799003601074219,0.9804074451395963
30,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-12.5394,  -6.8520,  -8.9275,  24.8714]], device='cuda:0')",1.0013580322265625,0.9804074451395963
31,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[ -7.1338, -17.1228,  -6.5587, 141.8645]], device='cuda:0')",0.9992122650146484,0.9804074451395963
32,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-5.8241, 12.4798, 17.4199,  7.7412]], device='cuda:0')",1.0004043579101562,0.9804074451395963
33,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[11.2884, -3.6652, -7.4212, 15.7708]], device='cuda:0')",0.9989738464355469,0.9804074451395963
34,"[0.0, 1.0, 0.0, 1.0]","[0, 1, 0, 1]","tensor([[-5.3410,  7.5910, -4.5856, 20.4852]], device='cuda:0')",0.0,0.9804074451395963
35,"[1.0, 0.0, 1.0, 1.0]","[1, 0, 1, 1]","tensor([[100.5475, -10.5729,  31.0666,  23.1932]], device='cuda:0')",1.0001659393310547,0.9804074451395963
36,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1, 1]","tensor([[-9.5043, -5.5485, 13.0664,  7.8461]], device='cuda:0')",0.9996891021728516,0.9804074451395963
37,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[52.2027,  0.7242,  8.0149, 25.8423]], device='cuda:0')",0.0,0.9804074451395963
38,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[ -7.8296, -14.5226,  -6.1048, 160.1682]], device='cuda:0')",0.9999275207519531,0.9804074451395963
39,"[1.0, 1.0, 0.0, 1.0]","[1, 1, 0, 1]","tensor([[ 11.1573,   1.3353, -10.0155,   9.9459]], device='cuda:0')",1.0139942169189453,0.9804074451395963
40,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-5.3817, 17.7488, -4.0539, -8.7472]], device='cuda:0')",0.9877681732177734,0.9804074451395963
41,"[1.0, 0.0, 1.0, 1.0]","[1, 0, 1, 1]","tensor([[13.7740, -7.5935, 43.6399,  5.2843]], device='cuda:0')",0.9987354278564453,0.9804074451395963
42,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-10.1478, -10.7107,  -5.5728, 133.4886]], device='cuda:0')",0.0,0.9804074451395963
43,"[1.0, 1.0, 0.0, 0.0]","[1, 1, 0, 0]","tensor([[228.2668,   7.3740,  -8.1180, -14.7331]], device='cuda:0')",0.0,0.9804074451395963
44,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1, 1]","tensor([[-12.3485,  -5.6755,   8.9579,  15.5120]], device='cuda:0')",1.0001659393310547,0.9804074451395963
45,"[0.0, 1.0, 1.0, 0.0]","[0, 1, 1, 0]","tensor([[-3.8474, 25.2661, 13.3393, -9.1222]], device='cuda:0')",0.0,0.9804074451395963
46,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[ -4.3413,  -9.9706, -10.0316,  -4.1341]], device='cuda:0')",0.0,0.9804074451395963
47,"[0.0, 0.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[-3.4657, -5.1331, 29.2720, -7.9636]], device='cuda:0')",0.0,0.9804074451395963
48,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-8.0059, -7.9878, -7.4422, 20.4519]], device='cuda:0')",1.0006427764892578,0.9804074451395963
49,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-12.1357, -12.0633, -10.5923,  -3.8088]], device='cuda:0')",1.9986629486083984,0.9804074451395963
50,"[1.0, 0.0, 1.0, 1.0]","[1, 0, 1, 1]","tensor([[ 8.9748, -8.5525, 32.3026,  8.8582]], device='cuda:0')",0.99945068359375,0.9804074451395963
51,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[ 15.6603, -10.1714,  -6.8341,  -4.5324]], device='cuda:0')",0.9987354278564453,0.9804074451395963
52,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[ 32.4268, -24.0779,  -7.8030,  64.6644]], device='cuda:0')",1.001119613647461,0.9804074451395963
53,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[13.3685,  6.7552,  7.5280, -7.2963]], device='cuda:0')",0.9968280792236328,0.9804074451395963
54,"[1.0, 0.0, 1.0, 0.0]","[1, 0, 1, 0]","tensor([[ 10.2922, -10.3906,  11.1397,  -4.3363]], device='cuda:0')",0.9987354278564453,0.9804074451395963
55,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[5.5840, 7.9124, 8.8190, 0.8205]], device='cuda:0')",1.001596450805664,0.9804074451395963
56,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 1]","tensor([[-7.9804,  8.4439, -6.9990, -2.5102]], device='cuda:0')",1.0023117065429688,0.9804074451395963
57,"[0.0, 1.0, 0.0, 1.0]","[0, 1, 0, 1]","tensor([[-6.8902,  3.5278, -4.1133, 20.6406]], device='cuda:0')",0.0,0.9804074451395963
58,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-5.7357, -2.9785, -4.2930,  3.7938]], device='cuda:0')",0.0,0.9804074451395963
59,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[ 32.2970, -11.6475,  -6.9474,  -6.9056]], device='cuda:0')",0.9982585906982422,0.9804074451395963
60,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-9.8851, -8.0154, -6.7167, -2.5370]], device='cuda:0')",0.99945068359375,0.9804074451395963
61,"[0.0, 0.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[-6.5710, -7.6095, 27.4273, -8.2582]], device='cuda:0')",0.0,0.9804074451395963
62,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[125.4874,  -1.2496,  -5.6974,  -6.7138]], device='cuda:0')",0.0,0.9804074451395963
63,"[0.0, 1.0, 1.0, 0.0]","[0, 1, 1, 0]","tensor([[-9.3058, 13.0207, 20.1720, -6.2604]], device='cuda:0')",0.9999275207519531,0.9804074451395963
64,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-10.4549,   6.2843,  -3.7199,  -3.8847]], device='cuda:0')",0.0,0.9804074451395963
65,"[1.0, 0.0, 1.0, 0.0]","[1, 0, 1, 0]","tensor([[10.7808, -6.8154, 28.6034, -5.9580]], device='cuda:0')",0.0,0.9804074451395963
66,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-2.4113, 10.1191, -0.5941, -6.8525]], device='cuda:0')",0.9992122650146484,0.9804074451395963
67,"[1.0, 1.0, 0.0, 1.0]","[1, 1, 0, 1]","tensor([[135.9335,   9.4200,  -7.1795,  71.2573]], device='cuda:0')",1.005411148071289,0.9804074451395963
68,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 1]","tensor([[ 11.5664, -13.7538,  -6.9046,  -1.3156]], device='cuda:0')",0.0,0.9804074451395963
69,"[0.0, 0.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[-8.8750, -9.2269,  9.0918, -1.1408]], device='cuda:0')",0.0,0.9804074451395963
70,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[ -3.0587,  20.3402,  -4.7377, -11.2526]], device='cuda:0')",0.9977817535400391,0.9804074451395963
71,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-11.3735,   2.9600,  -2.7778,  -4.8365]], device='cuda:0')",0.9996891021728516,0.9804074451395963
72,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[ 0.7411, 15.6030,  8.4121,  4.7909]], device='cuda:0')",0.0,0.9804074451395963
73,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[ 7.1273, 14.0541, 27.7387, -4.8204]], device='cuda:0')",0.0,0.9804074451395963
74,"[0.0, 0.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[ -8.7850, -12.8067,   9.9746,  -3.1943]], device='cuda:0')",0.0,0.9804074451395963
75,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[15.5252, -5.1156, -7.0826, -8.1367]], device='cuda:0')",1.1072158813476562,0.9804074451395963
76,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[72.0671,  3.8046, 14.1847, -9.5812]], device='cuda:0')",0.89263916015625,0.9804074451395963
77,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[135.0710,  16.4035,  12.5583,  -8.2042]], device='cuda:0')",1.0013580322265625,0.9804074451395963
78,"[0.0, 0.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[-7.0630, -3.7802,  9.4572, -3.4314]], device='cuda:0')",1.0023117065429688,0.9804074451395963
79,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-6.5530, -7.1445, -2.8087, -1.5622]], device='cuda:0')",0.9965896606445312,0.9804074451395963
80,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[10.6575, -6.4520, -9.0279,  0.9678]], device='cuda:0')",0.0,0.9804074451395963
81,"[0.0, 1.0, 0.0, 1.0]","[0, 1, 0, 0]","tensor([[-7.4094,  7.5925, -3.0610,  1.6653]], device='cuda:0')",0.0,0.9804074451395963
82,"[0.0, 1.0, 0.0, 1.0]","[0, 1, 0, 1]","tensor([[-7.4169,  5.4874, -8.0928, 20.2669]], device='cuda:0')",0.0,0.9804074451395963
83,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[ 11.3504,  -9.1793, -13.1638,   0.7492]], device='cuda:0')",1.0256767272949219,0.9804074451395963
84,"[1.0, 0.0, 1.0, 1.0]","[1, 0, 1, 1]","tensor([[82.1757, -2.1121,  8.0893, 18.5388]], device='cuda:0')",0.9741783142089844,0.9804074451395963
85,"[1.0, 1.0, 0.0, 1.0]","[1, 1, 0, 1]","tensor([[ 5.4799, 11.6797, -2.7688,  8.3083]], device='cuda:0')",0.0,0.9804074451395963
86,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[132.2694,   5.7426,  18.1424,  -6.9992]], device='cuda:0')",0.0,0.9804074451395963
87,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-8.6829,  8.9169, 21.5721,  5.6886]], device='cuda:0')",0.9996891021728516,0.9804074451395963
88,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[ 6.0869,  5.3865,  9.5787, -2.7006]], device='cuda:0')",1.0035037994384766,0.9804074451395963
89,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[  8.9496,  -7.8064, -12.2111,  -4.2968]], device='cuda:0')",1.0187625885009766,0.9804074451395963
90,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[116.2455,   2.6251,  10.7255,  12.2549]], device='cuda:0')",0.0,0.9804074451395963
91,"[1.0, 1.0, 0.0, 1.0]","[1, 1, 0, 1]","tensor([[ 93.5438,   6.2683,  -7.8769, 190.7615]], device='cuda:0')",0.0,0.9804074451395963
92,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-7.2668, -7.2179, -6.7632, -0.3455]], device='cuda:0')",0.9980201721191406,0.9804074451395963
93,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[114.3342,  -2.0219,  -4.5495,  -6.9801]], device='cuda:0')",1.0027885437011719,0.9804074451395963
94,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[5.3394, 3.9296, 8.9241, 0.9703]], device='cuda:0')",0.0,0.9804074451395963
95,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-7.5549, -5.0932, -4.5807, -0.6460]], device='cuda:0')",0.9973049163818359,0.9804074451395963
96,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[61.5926,  2.3353, 11.5293, 33.3661]], device='cuda:0')",0.9996891021728516,0.9804074451395963
97,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[ 5.4873,  8.0077,  8.5853, -1.0517]], device='cuda:0')",0.0,0.9804074451395963
98,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[ 81.5909,   4.1470,  38.5364, -10.4497]], device='cuda:0')",0.0,0.9804074451395963
99,"[0.0, 0.0, 1.0, 1.0]","[0, 0, 1, 1]","tensor([[-4.3856, -6.8703, 35.5444,  5.0677]], device='cuda:0')",1.0018348693847656,0.9804074451395963
