index,predicted,actual,output,time,total_accuracy
12,"[1.0, 0.0, 1.0, 0.0]","[1, 0, 1, 0]","tensor([[ 0.9533, -2.2446,  2.0167, -0.5991]], device='cuda:0')",2.000570297241211,0.8623036681937787
13,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 1]","tensor([[ 2.7926, -9.2124, -8.5505, -1.0636]], device='cuda:0')",0.9975433349609375,0.8623036681937787
14,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[ 1.6202, -2.2315, -6.9405,  0.2034]], device='cuda:0')",2.0554065704345703,0.8623036681937787
15,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-2.2079,  5.1509, 11.9848,  5.5856]], device='cuda:0')",1.0039806365966797,0.8623036681937787
16,"[0.0, 0.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-0.5708,  0.4813,  1.9847,  0.8136]], device='cuda:0')",1.8758773803710938,0.8623036681937787
17,"[0.0, 0.0, 0.0, 1.0]","[0, 1, 0, 1]","tensor([[-2.9880,  0.3640, -0.0459,  3.2283]], device='cuda:0')",1.0008811950683594,0.8623036681937787
18,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-8.0814, -1.9026, -4.6508, -3.9769]], device='cuda:0')",1.0061264038085938,0.8623036681937787
19,"[1.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0]","tensor([[ 2.0665, -0.3548, -0.4098,  0.0965]], device='cuda:0')",1.0018348693847656,0.8623036681937787
20,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-1.6682, -6.5131, -3.8682,  1.4441]], device='cuda:0')",2.003192901611328,0.8623036681937787
21,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 1]","tensor([[-0.9938, -2.1907, -6.0375,  0.2974]], device='cuda:0')",1.0004043579101562,0.8623036681937787
22,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[ 1.1798,  5.9852, 24.7376, -1.3485]], device='cuda:0')",0.0,0.8623036681937787
23,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-3.9409,  2.1170,  3.5081,  2.5979]], device='cuda:0')",0.0,0.8623036681937787
24,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[ 2.1775, -1.8341, -5.3470,  0.2754]], device='cuda:0')",0.9930133819580078,0.8623036681937787
25,"[0.0, 1.0, 1.0, 0.0]","[0, 1, 1, 0]","tensor([[-3.7233, 11.0332, 14.3675, -2.5105]], device='cuda:0')",1.0027885437011719,0.8623036681937787
26,"[0.0, 0.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-1.9911,  0.2001,  8.9268,  1.3086]], device='cuda:0')",0.9973049163818359,0.8623036681937787
27,"[0.0, 1.0, 1.0, 0.0]","[0, 1, 1, 0]","tensor([[-5.9180,  5.3317, 10.6719, -3.9390]], device='cuda:0')",0.9796619415283203,0.8623036681937787
28,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[ -1.4569, -10.3286, -17.3521,   1.5116]], device='cuda:0')",1.010894775390625,0.8623036681937787
29,"[1.0, 0.0, 0.0, 1.0]","[1, 1, 0, 1]","tensor([[ 5.6331, -0.8201, -1.8874,  4.2621]], device='cuda:0')",0.9860992431640625,0.8623036681937787
30,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-0.9039, -1.9925, -5.6228,  0.8185]], device='cuda:0')",1.0020732879638672,0.8623036681937787
31,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-2.1696, -7.9493, -8.7450,  1.9457]], device='cuda:0')",2.000093460083008,0.8623036681937787
32,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-0.2093, 12.1612, 11.6320,  2.5480]], device='cuda:0')",0.9999275207519531,0.8623036681937787
33,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[ 6.0520, -1.5406, -4.0934,  4.8029]], device='cuda:0')",2.0003318786621094,0.8623036681937787
34,"[0.0, 0.0, 0.0, 1.0]","[0, 1, 0, 1]","tensor([[-0.9888, -0.0616,  0.0423,  0.9422]], device='cuda:0')",2.001523971557617,0.8623036681937787
35,"[1.0, 0.0, 1.0, 1.0]","[1, 0, 1, 1]","tensor([[20.3863, -1.5364,  1.0275, 11.6328]], device='cuda:0')",0.9942054748535156,0.8623036681937787
36,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 1, 1]","tensor([[-2.6740, -0.2099, -0.1219,  2.8658]], device='cuda:0')",3.0007362365722656,0.8623036681937787
37,"[1.0, 0.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[ 6.5429, -0.1080,  3.0861,  3.4774]], device='cuda:0')",0.9977817535400391,0.8623036681937787
38,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[ -1.7817, -10.2346, -14.7945,   2.2743]], device='cuda:0')",2.001523971557617,0.8623036681937787
39,"[1.0, 0.0, 0.0, 0.0]","[1, 1, 0, 1]","tensor([[ 2.5100, -0.3473, -2.1407, -0.5302]], device='cuda:0')",1.0008811950683594,0.8623036681937787
40,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-5.7913,  1.7920, -1.1895, -4.0119]], device='cuda:0')",0.0,0.8623036681937787
41,"[1.0, 0.0, 1.0, 1.0]","[1, 0, 1, 1]","tensor([[ 5.0963, -3.0924,  3.7304,  1.5830]], device='cuda:0')",1.0042190551757812,0.8623036681937787
42,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 1]","tensor([[-0.3352, -8.3717, -8.8267, -0.4264]], device='cuda:0')",1.0004043579101562,0.8623036681937787
43,"[1.0, 1.0, 0.0, 0.0]","[1, 1, 0, 0]","tensor([[ 7.9022,  3.7790, -4.7612, -3.1514]], device='cuda:0')",0.9973049163818359,0.8623036681937787
44,"[0.0, 1.0, 1.0, 1.0]","[0, 0, 1, 1]","tensor([[-0.3703,  1.4022,  1.0349,  0.7642]], device='cuda:0')",1.0001659393310547,0.8623036681937787
45,"[0.0, 1.0, 1.0, 0.0]","[0, 1, 1, 0]","tensor([[-6.2068,  7.4409, 15.4390, -5.2898]], device='cuda:0')",0.0,0.8623036681937787
46,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-6.8965, -2.4996, -6.4247, -2.9928]], device='cuda:0')",0.9999275207519531,0.8623036681937787
47,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 1, 0]","tensor([[-5.4800,  0.2771, -0.6642, -4.5727]], device='cuda:0')",2.0055770874023438,0.8623036681937787
48,"[0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[-1.3217, -2.0559, -5.7136,  1.5009]], device='cuda:0')",0.9965896606445312,0.8623036681937787
49,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-7.5643, -2.6702, -6.4946, -2.3101]], device='cuda:0')",0.99945068359375,0.8623036681937787
50,"[1.0, 0.0, 1.0, 1.0]","[1, 0, 1, 1]","tensor([[ 3.6505, -1.6996,  1.0873,  2.9598]], device='cuda:0')",1.0037422180175781,0.8623036681937787
51,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[ 2.0608, -1.9434, -4.9801, -0.5653]], device='cuda:0')",1.997232437133789,0.8623036681937787
52,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[10.5842, -7.2368, -5.7797,  8.7062]], device='cuda:0')",0.9987354278564453,0.8623036681937787
53,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[ 2.2164,  3.9329,  4.0282, -0.4508]], device='cuda:0')",0.9961128234863281,0.8623036681937787
54,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 1, 0]","tensor([[ 3.0098,  0.0223,  0.3976, -1.0518]], device='cuda:0')",1.0051727294921875,0.8623036681937787
55,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[3.3490, 2.5811, 4.5298, 0.9218]], device='cuda:0')",0.9965896606445312,0.8623036681937787
56,"[0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 1]","tensor([[-4.9887, -0.4434, -0.6468, -0.8789]], device='cuda:0')",1.0135173797607422,0.8623036681937787
57,"[0.0, 0.0, 0.0, 1.0]","[0, 1, 0, 1]","tensor([[-0.8194, -1.0478, -2.2738,  0.5904]], device='cuda:0')",0.9961128234863281,0.8623036681937787
58,"[1.0, 0.0, 0.0, 1.0]","[0, 0, 0, 1]","tensor([[ 1.0860, -1.2130, -4.6315,  0.9659]], device='cuda:0')",1.0030269622802734,0.8623036681937787
59,"[0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[-0.1356, -6.7837, -3.4181, -0.1343]], device='cuda:0')",0.9951591491699219,0.8623036681937787
60,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-7.1759, -2.0268, -5.0941, -2.9453]], device='cuda:0')",0.9963512420654297,0.8623036681937787
61,"[0.0, 0.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[-6.1175, -1.5005,  1.7939, -5.1786]], device='cuda:0')",1.001119613647461,0.8623036681937787
62,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[  1.3136,  -9.0404, -13.5240,  -1.8643]], device='cuda:0')",0.9984970092773438,0.8623036681937787
63,"[0.0, 1.0, 1.0, 0.0]","[0, 1, 1, 0]","tensor([[-6.0345,  2.6780,  5.4780, -5.5894]], device='cuda:0')",1.0044574737548828,0.8623036681937787
64,"[0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-8.9991, -0.1817, -0.1442, -3.4118]], device='cuda:0')",0.0,0.8623036681937787
65,"[1.0, 0.0, 1.0, 0.0]","[1, 0, 1, 0]","tensor([[ 0.7896, -0.8740,  1.1679, -0.8754]], device='cuda:0')",0.0,0.8623036681937787
66,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-0.7272,  3.3205, -0.6545, -2.0549]], device='cuda:0')",0.0,0.8623036681937787
67,"[1.0, 1.0, 0.0, 1.0]","[1, 1, 0, 1]","tensor([[ 4.8392,  3.3695, -3.9383,  5.4562]], device='cuda:0')",1.0001659393310547,0.8623036681937787
68,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[ 2.4468, -2.0959, -6.0226,  0.9858]], device='cuda:0')",1.0004043579101562,0.8623036681937787
69,"[0.0, 0.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[-9.3819,  0.1372,  1.7883, -3.9196]], device='cuda:0')",1.0046958923339844,0.8623036681937787
70,"[0.0, 1.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[ 0.1912,  1.0084,  0.3226, -1.4250]], device='cuda:0')",0.9992122650146484,0.8623036681937787
71,"[0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-8.7592, -0.7722, -1.2337, -3.8841]], device='cuda:0')",0.9987354278564453,0.8623036681937787
72,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[2.5643, 7.2927, 3.4569, 2.1171]], device='cuda:0')",0.9942054748535156,0.8623036681937787
73,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[ 0.7715,  5.4104, 10.4205, -0.9625]], device='cuda:0')",1.0004043579101562,0.8623036681937787
74,"[0.0, 1.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[-10.8781,   0.5749,   2.8765,  -4.8252]], device='cuda:0')",1.0039806365966797,0.8623036681937787
75,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[ 2.0110, -2.0090, -5.0633, -0.7501]], device='cuda:0')",2.007722854614258,0.8623036681937787
76,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[ 6.6002,  1.8727,  7.6906, -2.7777]], device='cuda:0')",0.9961128234863281,0.8623036681937787
77,"[1.0, 0.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[ 1.1630, -0.0623,  6.5329, -0.9689]], device='cuda:0')",0.0,0.8623036681937787
78,"[0.0, 1.0, 1.0, 0.0]","[0, 0, 1, 0]","tensor([[-5.9943,  0.5656,  2.1964, -1.1449]], device='cuda:0')",1.0607242584228516,0.8623036681937787
79,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-5.8211, -2.0970, -5.0623, -1.7823]], device='cuda:0')",0.9968280792236328,0.8623036681937787
80,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[ 1.6378, -2.2600, -6.3621,  1.1734]], device='cuda:0')",0.9968280792236328,0.8623036681937787
81,"[0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0]","tensor([[-6.9351, -1.0276, -1.5962, -2.4044]], device='cuda:0')",1.0018348693847656,0.8623036681937787
82,"[0.0, 0.0, 0.0, 1.0]","[0, 1, 0, 1]","tensor([[-1.2331, -0.6752, -1.2868,  0.6186]], device='cuda:0')",1.0075569152832031,0.8623036681937787
83,"[1.0, 0.0, 0.0, 1.0]","[1, 0, 0, 1]","tensor([[ 1.5879, -2.5748, -7.5782,  1.5653]], device='cuda:0')",2.002716064453125,0.8623036681937787
84,"[1.0, 1.0, 1.0, 1.0]","[1, 0, 1, 1]","tensor([[ 7.0698,  4.2052, 13.1791,  1.7449]], device='cuda:0')",0.9989738464355469,0.8623036681937787
85,"[1.0, 1.0, 0.0, 1.0]","[1, 1, 0, 1]","tensor([[ 1.5548,  3.2631, -2.8194,  0.8395]], device='cuda:0')",0.0,0.8623036681937787
86,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[ 5.3775,  0.9132,  6.3281, -1.4693]], device='cuda:0')",0.0,0.8623036681937787
87,"[0.0, 1.0, 1.0, 1.0]","[0, 1, 1, 1]","tensor([[-4.4375,  4.0103, 12.2968,  4.7486]], device='cuda:0')",0.0,0.8623036681937787
88,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[3.1928, 2.3103, 4.4130, 0.0573]], device='cuda:0')",0.0,0.8623036681937787
89,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[ 1.7546, -2.1601, -5.8673, -0.0313]], device='cuda:0')",0.0,0.8623036681937787
90,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[23.5630,  5.4745, 10.5670, 13.2560]], device='cuda:0')",1.0013580322265625,0.8623036681937787
91,"[1.0, 0.0, 1.0, 1.0]","[1, 1, 0, 1]","tensor([[11.6462, -1.4897,  0.6438,  6.2864]], device='cuda:0')",1.0001659393310547,0.8623036681937787
92,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-8.9733, -1.9828, -4.8183, -4.9778]], device='cuda:0')",0.9980201721191406,0.8623036681937787
93,"[1.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0]","tensor([[ 0.5314, -5.2107, -6.9335, -0.3732]], device='cuda:0')",0.9982585906982422,0.8623036681937787
94,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 1]","tensor([[2.6695, 1.9329, 4.1949, 0.1092]], device='cuda:0')",0.9987354278564453,0.8623036681937787
95,"[0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0]","tensor([[-7.1445, -2.2854, -5.9989, -3.4662]], device='cuda:0')",0.0,0.8623036681937787
96,"[1.0, 1.0, 1.0, 1.0]","[1, 1, 1, 1]","tensor([[16.0049,  1.6878,  1.4154,  7.0291]], device='cuda:0')",0.0,0.8623036681937787
97,"[1.0, 1.0, 1.0, 0.0]","[1, 1, 1, 0]","tensor([[3.3051, 2.2218, 4.2413, 0.0703]], device='cuda:0')",0.0,0.8623036681937787
98,"[0.0, 1.0, 1.0, 1.0]","[1, 1, 1, 0]","tensor([[-1.1741,  2.9309, 12.4095,  1.2749]], device='cuda:0')",0.0,0.8623036681937787
99,"[0.0, 0.0, 1.0, 0.0]","[0, 0, 1, 1]","tensor([[-2.5818, -2.1309,  4.2573, -0.0375]], device='cuda:0')",1.0013580322265625,0.8623036681937787
